customer_id,Min of Recency,Count of product_id,Sum of Profit,R_score,F_score,M_score,RFM Value,Customer Title
593,1,6,3493.8,4,2,3,423,Platinum
594,33,9,6630.72,3,4,4,344,Gold
595,184,3,2011.16,1,1,2,112,Bronze
596,85,3,3836.34,2,1,3,213,Silver
597,61,5,1830.39,2,2,2,222,Silver
598,131,7,3535.56,1,3,3,133,Bronze
599,115,5,4319.14,1,2,4,124,Bronze
600,206,3,1854.78,1,1,2,112,Bronze
601,58,5,1423.44,2,2,1,221,Silver
602,77,5,2568.76,2,2,2,222,Silver
603,49,7,3148.1,2,3,3,233,Silver
604,69,6,4661.96,2,2,4,224,Silver
605,2,8,5025.64,4,4,4,444,Platinum
606,55,6,2488.53,2,2,2,222,Silver
607,58,10,7137.62,2,4,4,244,Silver
608,85,8,4050.11,2,4,3,243,Silver
609,36,4,2168.73,3,1,2,312,Gold
610,46,9,3399.91,2,4,3,243,Silver
611,3,8,3500.44,4,4,3,443,Platinum
612,1,5,2115.47,4,2,2,422,Platinum
613,3,6,2098.59,4,2,2,422,Platinum
614,18,9,6120.46,4,4,4,444,Platinum
615,42,4,3620.88,3,1,3,313,Gold
616,92,4,1696,1,1,1,111,Bronze
617,20,4,2313.43,3,1,2,312,Gold
618,308,2,1202.39,1,1,1,111,Bronze
619,65,7,3378.35,2,3,3,233,Silver
620,103,8,1981.3,1,4,2,142,Bronze
621,2,9,6126.81,4,4,4,444,Platinum
622,266,3,1627.69,1,1,1,111,Bronze
623,93,3,1636.89,1,1,1,111,Bronze
624,90,3,3352.89,1,1,3,113,Bronze
625,16,6,2326.08,4,2,2,422,Platinum
626,54,9,3437.37,2,4,3,243,Silver
627,58,5,4597.27,2,2,4,224,Silver
628,54,5,1313.86,2,2,1,221,Silver
629,64,8,2245.43,2,4,2,242,Silver
630,53,7,3717.21,2,3,3,233,Silver
631,16,6,1767.39,4,2,1,421,Platinum
632,41,3,1726.61,3,1,1,311,Silver
633,1,7,3328.45,4,3,3,433,Platinum
634,17,8,4445.37,4,4,4,444,Platinum
635,39,6,1220.61,3,2,1,321,Gold
636,19,7,4418.9,3,3,4,334,Gold
637,7,13,5402.47,4,4,4,444,Platinum
638,60,8,3507.13,2,4,3,243,Silver
639,8,6,2516.35,4,2,2,422,Platinum
640,10,8,4278.6,4,4,4,444,Platinum
641,202,4,2456.51,1,1,2,112,Bronze
642,24,7,2724.29,3,3,2,332,Gold
643,197,4,2308.04,1,1,2,112,Bronze
644,157,3,550,1,1,1,111,Bronze
645,116,7,5192.72,1,3,4,134,Bronze
646,110,4,2533.41,1,1,2,112,Bronze
647,42,9,5279.19,3,4,4,344,Gold
648,57,7,4222.63,2,3,4,234,Silver
649,11,5,263.54,4,2,1,421,Platinum
650,50,6,2904.69,2,2,3,223,Silver
651,18,3,3473.32,4,1,3,413,Platinum
652,5,9,2488.9,4,4,2,442,Platinum
653,37,5,2623.84,3,2,2,322,Gold
654,28,4,1884.87,3,1,2,312,Gold
655,51,6,5753.88,2,2,4,224,Silver
656,10,8,3749.56,4,4,3,443,Platinum
657,76,6,2729,2,2,2,222,Silver
658,97,5,2596.17,1,2,2,122,Bronze
659,146,3,2481.28,1,1,2,112,Bronze
660,12,4,3839.45,4,1,3,413,Platinum
661,34,6,3308.09,3,2,3,323,Gold
662,86,7,3873,2,3,3,233,Silver
663,73,4,2132.79,2,1,2,212,Silver
664,84,5,1939.2,2,2,2,222,Silver
665,85,8,6260.02,2,4,4,244,Silver
666,41,5,2459.76,3,2,2,322,Gold
667,19,5,3802.78,3,2,3,323,Gold
668,6,7,4375.98,4,3,4,434,Platinum
669,8,11,5513.28,4,4,4,444,Platinum
670,116,4,1542.17,1,1,1,111,Bronze
671,62,6,5393.05,2,2,4,224,Silver
672,50,3,3633.14,2,1,3,213,Silver
673,2,5,2058.7,4,2,2,422,Platinum
674,115,6,3008.86,1,2,3,123,Bronze
675,0,3,1396.62,4,1,1,411,Gold
676,33,6,2894.85,3,2,3,323,Gold
677,71,5,940.36,2,2,1,221,Silver
678,94,4,1746.22,1,1,1,111,Bronze
679,62,10,3551.24,2,4,3,243,Silver
680,14,4,3291.43,4,1,3,413,Platinum
681,7,6,2244.19,4,2,2,422,Platinum
682,20,7,5428.94,3,3,4,334,Gold
683,15,5,1478.67,4,2,1,421,Platinum
684,42,8,2431.6,3,4,2,342,Gold
685,102,6,5218.2,1,2,4,124,Bronze
686,37,5,2073.81,3,2,2,322,Gold
687,8,6,812.72,4,2,1,421,Platinum
688,81,4,2967.8,2,1,3,213,Silver
689,12,3,541.33,4,1,1,411,Gold
690,64,6,3650.5,2,2,3,223,Silver
691,39,8,5678.4,3,4,4,344,Gold
692,50,9,5027.49,2,4,4,244,Silver
693,10,5,3763.92,4,2,3,423,Platinum
694,7,5,2400.83,4,2,2,422,Platinum
695,16,8,4659,4,4,4,444,Platinum
696,21,7,1879.14,3,3,2,332,Gold
697,11,4,3996.6,4,1,3,413,Platinum
698,76,3,1295.96,2,1,1,211,Bronze
699,55,3,976.24,2,1,1,211,Bronze
700,106,8,4618.11,1,4,4,144,Bronze
701,32,6,2215.56,3,2,2,322,Gold
702,62,3,1905.88,2,1,2,212,Silver
703,1,5,4928.8,4,2,4,424,Platinum
704,10,10,4034.46,4,4,3,443,Platinum
705,11,5,502.12,4,2,1,421,Platinum
706,30,6,7109.4,3,2,4,324,Gold
707,44,6,3368.2,3,2,3,323,Gold
708,175,3,2145.83,1,1,2,112,Bronze
709,146,5,3243.3,1,2,3,123,Bronze
710,39,7,6431.69,3,3,4,334,Gold
711,83,4,2685.62,2,1,2,212,Silver
712,61,8,4581.46,2,4,4,244,Silver
713,255,4,1891.1,1,1,2,112,Bronze
714,59,11,3806.14,2,4,3,243,Silver
715,158,3,2410.24,1,1,2,112,Bronze
716,12,6,3777.53,4,2,3,423,Platinum
717,14,6,1857.27,4,2,2,422,Platinum
718,34,8,2164.08,3,4,2,342,Gold
719,11,9,4227.84,4,4,4,444,Platinum
720,20,10,7212.17,3,4,4,344,Gold
721,4,7,6579.62,4,3,4,434,Platinum
722,87,5,2934.44,2,2,3,223,Silver
723,15,8,3489.96,4,4,3,443,Platinum
724,23,8,5073.27,3,4,4,344,Gold
725,3,11,7321.5,4,4,4,444,Platinum
726,54,3,2965.76,2,1,3,213,Silver
727,61,6,3970.03,2,2,3,223,Silver
728,25,9,6411.76,3,4,4,344,Gold
729,1,10,10497.78,4,4,4,444,Platinum
730,14,7,3182.99,4,3,3,433,Platinum
731,25,6,2695.4,3,2,2,322,Gold
732,64,5,3269.12,2,2,3,223,Silver
733,46,10,8210.3,2,4,4,244,Silver
734,89,3,1140.15,1,1,1,111,Bronze
735,87,4,3025.33,2,1,3,213,Silver
736,11,6,4151.86,4,2,4,424,Platinum
737,54,7,4480.09,2,3,4,234,Silver
738,69,8,4706.86,2,4,4,244,Silver
739,1,10,4842.2,4,4,4,444,Platinum
740,61,4,2083.73,2,1,2,212,Silver
741,148,5,1091.14,1,2,1,121,Bronze
742,10,6,1246.11,4,2,1,421,Platinum
743,89,5,4599.29,1,2,4,124,Bronze
744,23,5,1267.68,3,2,1,321,Gold
745,11,4,2066.03,4,1,2,412,Platinum
746,43,6,1779.16,3,2,1,321,Gold
747,35,2,571.38,3,1,1,311,Silver
748,46,9,3516,2,4,3,243,Silver
749,80,9,1830.72,2,4,2,242,Silver
750,58,6,5391.71,2,2,4,224,Silver
751,130,2,96.62,1,1,1,111,Bronze
752,20,8,2952.01,3,4,3,343,Gold
753,15,8,7727.17,4,4,4,444,Platinum
754,210,2,93.01,1,1,1,111,Bronze
755,95,3,847.22,1,1,1,111,Bronze
756,25,6,2121.61,3,2,2,322,Gold
757,72,5,2946.73,2,2,3,223,Silver
758,27,2,165.58,3,1,1,311,Silver
759,23,9,2956.48,3,4,3,343,Gold
760,26,9,4847.05,3,4,4,344,Gold
761,145,5,1896.39,1,2,2,122,Bronze
762,85,5,2347.98,2,2,2,222,Silver
763,74,6,3894.51,2,2,3,223,Silver
764,79,4,1364.06,2,1,1,211,Bronze
765,24,10,5070.62,3,4,4,344,Gold
766,16,6,2271.93,4,2,2,422,Platinum
767,42,5,2438.84,3,2,2,322,Gold
768,5,9,5580.57,4,4,4,444,Platinum
769,19,8,5070.24,3,4,4,344,Gold
770,49,6,4457.48,2,2,4,224,Silver
771,124,6,3155.81,1,2,3,123,Bronze
772,2,6,4423.8,4,2,4,424,Platinum
773,72,8,5907.35,2,4,4,244,Silver
774,143,1,144.26,1,1,1,111,Bronze
775,58,7,2862.33,2,3,3,233,Silver
776,13,9,2201.86,4,4,2,442,Platinum
777,27,6,3184.33,3,2,3,323,Gold
778,33,5,916.32,3,2,1,321,Gold
779,82,5,2465.81,2,2,2,222,Silver
780,88,3,798.62,2,1,1,211,Bronze
781,125,5,2256.31,1,2,2,122,Bronze
782,25,6,3627.17,3,2,3,323,Gold
783,96,5,3498.86,1,2,3,123,Bronze
784,143,2,304.07,1,1,1,111,Bronze
785,18,6,1813.12,4,2,2,422,Platinum
786,9,7,3828.74,4,3,3,433,Platinum
787,75,10,6646,2,4,4,244,Silver
788,39,7,4228.66,3,3,4,334,Gold
789,4,8,2892.76,4,4,3,443,Platinum
790,14,8,4889.11,4,4,4,444,Platinum
791,123,6,3819,1,2,3,123,Bronze
792,17,6,3295.65,4,2,3,423,Platinum
793,1,10,4778.33,4,4,4,444,Platinum
794,22,7,4248.67,3,3,4,334,Gold
795,18,5,2785.98,4,2,2,422,Platinum
796,6,7,3815.93,4,3,3,433,Platinum
797,21,4,2277.96,3,1,2,312,Gold
798,21,3,1691.81,3,1,1,311,Silver
799,10,11,7142.2,4,4,4,444,Platinum
800,85,6,3239.48,2,2,3,223,Silver
801,182,2,254.63,1,1,1,111,Bronze
802,95,6,2893.2,1,2,3,123,Bronze
803,66,6,1746.55,2,2,1,221,Silver
804,41,3,3065.9,3,1,3,313,Gold
805,122,6,2795.75,1,2,2,122,Bronze
806,31,4,2189.57,3,1,2,312,Gold
807,80,4,2491.13,2,1,2,212,Silver
808,123,3,2119.72,1,1,2,112,Bronze
809,45,4,492.74,3,1,1,311,Silver
810,68,4,945.16,2,1,1,211,Bronze
811,174,4,496.62,1,1,1,111,Bronze
812,197,3,566.34,1,1,1,111,Bronze
813,50,5,1633.61,2,2,1,221,Silver
814,48,3,2154.13,2,1,2,212,Silver
815,27,6,5081.3,3,2,4,324,Gold
816,53,4,1098.4,2,1,1,211,Bronze
817,16,5,2328.93,4,2,2,422,Platinum
818,40,6,3028.84,3,2,3,323,Gold
819,43,5,2558.04,3,2,2,322,Gold
820,3,10,4534.03,4,4,4,444,Platinum
821,33,5,2925.75,3,2,3,323,Gold
822,328,1,802.26,1,1,1,111,Bronze
823,23,6,5811.3,3,2,4,324,Gold
824,9,4,4137.78,4,1,4,414,Platinum
825,10,8,2315.97,4,4,2,442,Platinum
826,4,4,1454.61,4,1,1,411,Gold
827,49,8,4014.42,2,4,3,243,Silver
828,79,5,1378.39,2,2,1,221,Silver
829,12,6,4600.24,4,2,4,424,Platinum
830,149,6,2506.27,1,2,2,122,Bronze
831,11,5,1883.59,4,2,2,422,Platinum
832,17,12,8868.62,4,4,4,444,Platinum
833,25,8,4776.1,3,4,4,344,Gold
834,18,4,722.3,4,1,1,411,Gold
835,7,8,3225.92,4,4,3,443,Platinum
836,72,4,1768.44,2,1,1,211,Bronze
837,157,3,1335.81,1,1,1,111,Bronze
838,41,4,1966.08,3,1,2,312,Gold
839,106,4,826.26,1,1,1,111,Bronze
840,38,6,3320.09,3,2,3,323,Gold
841,150,7,8330.09,1,3,4,134,Bronze
842,55,4,2137.18,2,1,2,212,Silver
843,2,6,2372.09,4,2,2,422,Platinum
844,31,9,4730.32,3,4,4,344,Gold
845,97,4,1314.03,1,1,1,111,Bronze
846,82,3,2129.34,2,1,2,212,Silver
847,114,5,2521.58,1,2,2,122,Bronze
848,140,4,1964.52,1,1,2,112,Bronze
849,27,6,4284.21,3,2,4,324,Gold
850,34,8,2838.72,3,4,3,343,Gold
851,9,4,3245.12,4,1,3,413,Platinum
853,64,9,7263.66,2,4,4,244,Silver
854,8,4,2074.13,4,1,2,412,Platinum
855,104,4,3050.76,1,1,3,113,Bronze
856,1,7,2912.65,4,3,3,433,Platinum
857,24,5,3721.92,3,2,3,323,Gold
858,11,6,2708.6,4,2,2,422,Platinum
859,18,6,2289.06,4,2,2,422,Platinum
860,91,4,3530.12,1,1,3,113,Bronze
861,54,5,1009.34,2,2,1,221,Silver
862,54,1,309.81,2,1,1,211,Bronze
863,69,4,703.62,2,1,1,211,Bronze
864,46,6,4499.38,2,2,4,224,Silver
865,121,7,4261,1,3,4,134,Bronze
866,98,5,4753.84,1,2,4,124,Bronze
867,293,6,4743.7,1,2,4,124,Bronze
868,83,6,5534.83,2,2,4,224,Silver
870,61,8,3818.97,2,4,3,243,Silver
871,54,8,3502.86,2,4,3,243,Silver
872,171,1,75.48,1,1,1,111,Bronze
873,31,5,3226.46,3,2,3,323,Gold
874,46,8,2786.56,2,4,2,242,Silver
875,63,6,4796.96,2,2,4,224,Silver
876,16,3,1171.02,4,1,1,411,Gold
877,17,9,4918.87,4,4,4,444,Platinum
878,79,3,2809.75,2,1,3,213,Silver
879,76,4,852.5,2,1,1,211,Bronze
880,62,3,1751.72,2,1,1,211,Bronze
881,147,3,2481.43,1,1,2,112,Bronze
882,112,5,4571.93,1,2,4,124,Bronze
883,47,4,705.35,2,1,1,211,Bronze
884,1,6,2770.85,4,2,2,422,Platinum
885,7,3,863.68,4,1,1,411,Gold
886,1,7,4067.65,4,3,3,433,Platinum
887,39,8,5247.44,3,4,4,344,Gold
888,68,5,2278.7,2,2,2,222,Silver
889,36,5,2357.69,3,2,2,322,Gold
890,165,4,1561.06,1,1,1,111,Bronze
891,12,5,2197.68,4,2,2,422,Platinum
892,90,10,3941.7,1,4,3,143,Bronze
893,75,7,4868.87,2,3,4,234,Silver
894,48,8,3564.27,2,4,3,243,Silver
895,61,3,1867.17,2,1,2,212,Silver
896,38,4,1669.89,3,1,1,311,Silver
897,98,8,4883.1,1,4,4,144,Bronze
898,205,1,179.44,1,1,1,111,Bronze
899,49,6,1274.48,2,2,1,221,Silver
900,12,4,780.7,4,1,1,411,Gold
901,82,4,3812.88,2,1,3,213,Silver
902,14,9,6003.05,4,4,4,444,Platinum
903,16,9,3401.85,4,4,3,443,Platinum
904,37,4,1496.79,3,1,1,311,Silver
905,105,8,3553.28,1,4,3,143,Bronze
906,16,9,4473.87,4,4,4,444,Platinum
907,26,7,1370.37,3,3,1,331,Gold
908,4,7,2880.1,4,3,3,433,Platinum
909,189,5,5289.22,1,2,4,124,Bronze
910,272,2,1346.38,1,1,1,111,Bronze
911,56,5,633.35,2,2,1,221,Silver
912,40,7,4164.21,3,3,4,334,Gold
913,63,5,2625.44,2,2,2,222,Silver
914,106,5,2530.93,1,2,2,122,Bronze
915,28,5,1260.13,3,2,1,321,Gold
916,36,5,3465.07,3,2,3,323,Gold
917,35,8,5392.89,3,4,4,344,Gold
918,16,6,4066.24,4,2,3,423,Platinum
919,80,9,4458.89,2,4,4,244,Silver
920,90,6,4144.19,1,2,4,124,Bronze
921,44,8,7516.02,3,4,4,344,Gold
922,188,2,41.13,1,1,1,111,Bronze
923,32,7,3337.16,3,3,3,333,Gold
924,109,9,3544.44,1,4,3,143,Bronze
925,12,10,4371.16,4,4,4,444,Platinum
926,12,6,1414.17,4,2,1,421,Platinum
927,295,3,1982.12,1,1,2,112,Bronze
928,11,8,2798.72,4,4,2,442,Platinum
929,56,5,2540.35,2,2,2,222,Silver
930,21,3,1206.71,3,1,1,311,Silver
931,70,5,2890.06,2,2,3,223,Silver
932,3,6,2121.73,4,2,2,422,Platinum
933,0,5,2817.63,4,2,3,423,Platinum
934,0,8,4899.6,4,4,4,444,Platinum
935,53,7,5502.11,2,3,4,234,Silver
936,32,12,9244.9,3,4,4,344,Gold
937,15,5,2680.15,4,2,2,422,Platinum
938,61,9,4819.03,2,4,4,244,Silver
939,31,4,1818.27,3,1,2,312,Gold
940,52,5,3256.14,2,2,3,223,Silver
941,33,10,11668.95,3,4,4,344,Gold
942,143,4,2859.47,1,1,3,113,Bronze
943,112,7,6038.52,1,3,4,134,Bronze
944,85,8,1978.01,2,4,2,242,Silver
945,14,7,3812.27,4,3,3,433,Platinum
946,2,8,6305.6,4,4,4,444,Platinum
947,80,6,2981.52,2,2,3,223,Silver
948,100,3,1422.85,1,1,1,111,Bronze
949,88,6,3644.49,2,2,3,223,Silver
950,32,7,3609.09,3,3,3,333,Gold
951,6,6,1740.61,4,2,1,421,Platinum
952,46,5,3569.98,2,2,3,223,Silver
953,11,9,5191.52,4,4,4,444,Platinum
954,113,4,3624,1,1,3,113,Bronze
955,13,7,1429.36,4,3,1,431,Platinum
956,173,3,936.98,1,1,1,111,Bronze
957,38,5,2632.09,3,2,2,322,Gold
958,34,6,2183.71,3,2,2,322,Gold
959,76,6,2178.44,2,2,2,222,Silver
960,78,4,3516.37,2,1,3,213,Silver
961,64,4,1035.31,2,1,1,211,Bronze
962,2,7,2344,4,3,2,432,Platinum
963,60,12,4779.13,2,4,4,244,Silver
964,1,5,2018.6,4,2,2,422,Platinum
965,60,4,3867.74,2,1,3,213,Silver
966,13,4,527.74,4,1,1,411,Gold
967,66,4,3798.35,2,1,3,213,Silver
968,35,8,4422.26,3,4,4,344,Gold
969,17,5,2793.05,4,2,2,422,Platinum
970,33,5,2840.81,3,2,3,323,Gold
971,48,5,4015.78,2,2,3,223,Silver
972,175,2,2159,1,1,2,112,Bronze
973,8,8,6639.85,4,4,4,444,Platinum
974,6,6,3250.13,4,2,3,423,Platinum
975,10,9,3962.88,4,4,3,443,Platinum
976,170,6,3830.68,1,2,3,123,Bronze
977,41,5,2449.15,3,2,2,322,Gold
978,192,5,2890.84,1,2,3,123,Bronze
979,5,5,3756.91,4,2,3,423,Platinum
980,177,5,3071.88,1,2,3,123,Bronze
981,25,7,2867,3,3,3,333,Gold
982,55,6,943.93,2,2,1,221,Silver
983,1,8,6710.06,4,4,4,444,Platinum
984,56,8,2294.43,2,4,2,242,Silver
985,14,4,1690.91,4,1,1,411,Gold
986,75,8,4272.97,2,4,4,244,Silver
987,22,8,5180.26,3,4,4,344,Gold
988,112,2,243.94,1,1,1,111,Bronze
989,25,6,4207.5,3,2,4,324,Gold
990,11,7,2353.49,4,3,2,432,Platinum
991,147,6,2655.6,1,2,2,122,Bronze
992,95,2,1500.36,1,1,1,111,Bronze
993,0,9,2738.89,4,4,2,442,Platinum
994,42,5,2069.64,3,2,2,322,Gold
995,11,7,6764.67,4,3,4,434,Platinum
996,63,6,4803.1,2,2,4,224,Silver
997,59,7,2923.29,2,3,3,233,Silver
998,321,2,585.45,1,1,1,111,Bronze
999,54,10,8611.95,2,4,4,244,Silver
1000,0,9,5383.48,4,4,4,444,Platinum
1001,42,7,2884.19,3,3,3,333,Gold
1002,155,4,2254.56,1,1,2,112,Bronze
1003,47,9,5300.38,2,4,4,244,Silver
1004,203,6,3600.94,1,2,3,123,Bronze
1005,159,5,4365.25,1,2,4,124,Bronze
1006,37,8,4687.53,3,4,4,344,Gold
1007,20,7,3601.96,3,3,3,333,Gold
1008,17,4,2523.53,4,1,2,412,Platinum
1009,54,5,2385.01,2,2,2,222,Silver
1010,126,4,386.36,1,1,1,111,Bronze
1011,242,3,1399.44,1,1,1,111,Bronze
1012,9,4,2704.39,4,1,2,412,Platinum
1013,95,6,2463.79,1,2,2,122,Bronze
1014,4,7,3933.79,4,3,3,433,Platinum
1015,26,6,2136.87,3,2,2,322,Gold
1016,66,6,1087.02,2,2,1,221,Silver
1017,226,3,2858.89,1,1,3,113,Bronze
1018,26,5,2497.8,3,2,2,322,Gold
1019,42,5,2842.9,3,2,3,323,Gold
1020,89,4,1531.9,1,1,1,111,Bronze
1021,28,8,5048.26,3,4,4,344,Gold
1022,83,5,6444.49,2,2,4,224,Silver
1023,125,2,492.65,1,1,1,111,Bronze
1024,34,8,4560.56,3,4,4,344,Gold
1025,60,8,1800.12,2,4,2,242,Silver
1026,29,7,1313.78,3,3,1,331,Gold
1027,24,6,1449.44,3,2,1,321,Gold
1028,8,7,7562.68,4,3,4,434,Platinum
1029,30,6,3660.06,3,2,3,323,Gold
1030,39,8,4698.6,3,4,4,344,Gold
1031,46,3,1463.88,2,1,1,211,Bronze
1032,30,8,3191.12,3,4,3,343,Gold
1033,14,9,8220.05,4,4,4,444,Platinum
1034,104,2,1033.56,1,1,1,111,Bronze
1035,13,3,485.46,4,1,1,411,Gold
1036,162,5,3787,1,2,3,123,Bronze
1037,73,8,2368.44,2,4,2,242,Silver
1038,12,4,2079.2,4,1,2,412,Platinum
1039,52,7,5259,2,3,4,234,Silver
1040,161,4,1768.43,1,1,1,111,Bronze
1041,20,4,2292.51,3,1,2,312,Gold
1042,35,3,2771.37,3,1,2,312,Gold
1043,130,10,6933.55,1,4,4,144,Bronze
1044,112,5,2205.27,1,2,2,122,Bronze
1045,113,3,2038.58,1,1,2,112,Bronze
1046,52,5,1985.1,2,2,2,222,Silver
1047,57,8,2213.93,2,4,2,242,Silver
1048,133,7,2830.94,1,3,3,133,Bronze
1049,32,10,4486.32,3,4,4,344,Gold
1050,26,6,2535.63,3,2,2,322,Gold
1051,179,5,1294.69,1,2,1,121,Bronze
1052,0,6,3260.32,4,2,3,423,Platinum
1053,139,3,1566.26,1,1,1,111,Bronze
1054,5,8,3406.16,4,4,3,443,Platinum
1055,206,2,343.24,1,1,1,111,Bronze
1056,24,7,3954.42,3,3,3,333,Gold
1057,48,4,3130.44,2,1,3,213,Silver
1058,116,3,759.57,1,1,1,111,Bronze
1059,22,2,1618.83,3,1,1,311,Silver
1060,187,6,2475.28,1,2,2,122,Bronze
1061,24,6,1137.94,3,2,1,321,Gold
1062,2,6,4450.85,4,2,4,424,Platinum
1063,46,6,3112.69,2,2,3,223,Silver
1064,139,3,1398.4,1,1,1,111,Bronze
1065,79,6,2753.32,2,2,2,222,Silver
1066,166,3,1396.98,1,1,1,111,Bronze
1067,232,2,741.97,1,1,1,111,Bronze
1068,4,14,4841.71,4,4,4,444,Platinum
1069,204,5,1982.69,1,2,2,122,Bronze
1070,0,4,3559.49,4,1,3,413,Platinum
1071,39,6,3359.09,3,2,3,323,Gold
1072,46,3,2102.32,2,1,2,212,Silver
1073,17,6,2723.99,4,2,2,422,Platinum
1074,16,8,4053.68,4,4,3,443,Platinum
1075,67,7,2242.12,2,3,2,232,Silver
1076,9,12,8104.54,4,4,4,444,Platinum
1077,5,6,1658.45,4,2,1,421,Platinum
1078,18,6,899.97,4,2,1,421,Platinum
1079,17,4,2306.99,4,1,2,412,Platinum
1080,47,3,1857.62,2,1,2,212,Silver
1081,11,5,3227.89,4,2,3,423,Platinum
1082,47,5,2832.7,2,2,3,223,Silver
1083,266,2,880.99,1,1,1,111,Bronze
1084,4,11,6580.56,4,4,4,444,Platinum
1085,64,4,1081.65,2,1,1,211,Bronze
1086,13,9,4705.65,4,4,4,444,Platinum
1087,14,3,1521.57,4,1,1,411,Gold
1088,13,6,3595.32,4,2,3,423,Platinum
1089,151,7,2349.29,1,3,2,132,Bronze
1090,71,7,1529.01,2,3,1,231,Silver
1091,4,11,4183.81,4,4,4,444,Platinum
1092,202,5,1245.27,1,2,1,121,Bronze
1093,99,9,7159.69,1,4,4,144,Bronze
1094,43,7,3632.3,3,3,3,333,Gold
1095,14,4,4498.34,4,1,4,414,Platinum
1096,55,5,2086.85,2,2,2,222,Silver
1097,76,4,666.79,2,1,1,211,Bronze
1098,8,8,3879.14,4,4,3,443,Platinum
1099,110,2,183.2,1,1,1,111,Bronze
1100,45,3,1051.23,3,1,1,311,Silver
1101,113,5,4267.42,1,2,4,124,Bronze
1102,21,8,5025.44,3,4,4,344,Gold
1103,32,12,7367.88,3,4,4,344,Gold
1104,11,7,2568.97,4,3,2,432,Platinum
1105,16,2,2712.57,4,1,2,412,Platinum
1106,24,9,5691.61,3,4,4,344,Gold
1107,48,6,1972.03,2,2,2,222,Silver
1108,12,4,1338.61,4,1,1,411,Gold
1109,208,3,683.2,1,1,1,111,Bronze
1110,17,6,4574.1,4,2,4,424,Platinum
1111,20,7,2561.15,3,3,2,332,Gold
1112,108,3,1217.23,1,1,1,111,Bronze
1113,26,9,6072.48,3,4,4,344,Gold
1114,64,4,1774.12,2,1,1,211,Bronze
1115,2,9,4631.23,4,4,4,444,Platinum
1116,7,3,4053.92,4,1,3,413,Platinum
1117,136,10,3427.64,1,4,3,143,Bronze
1118,38,4,1858.97,3,1,2,312,Gold
1119,98,7,5235.71,1,3,4,134,Bronze
1120,1,6,1785.83,4,2,1,421,Platinum
1121,7,2,327.07,4,1,1,411,Gold
1122,26,5,3026.39,3,2,3,323,Gold
1123,10,5,4235.8,4,2,4,424,Platinum
1124,44,3,2742.04,3,1,2,312,Gold
1125,29,5,2839.93,3,2,3,323,Gold
1126,19,4,2135.37,3,1,2,312,Gold
1127,136,4,2285.05,1,1,2,112,Bronze
1128,26,5,3388.35,3,2,3,323,Gold
1129,26,13,6790.69,3,4,4,344,Gold
1130,117,5,3784.98,1,2,3,123,Bronze
1131,53,8,6295.52,2,4,4,244,Silver
1132,44,9,3640.62,3,4,3,343,Gold
1133,17,7,5295.09,4,3,4,434,Platinum
1134,3,7,1733.79,4,3,1,431,Platinum
1135,164,3,1758.98,1,1,1,111,Bronze
1136,35,6,3451.83,3,2,3,323,Gold
1137,5,9,4837.19,4,4,4,444,Platinum
1138,124,6,5174.44,1,2,4,124,Bronze
1139,69,4,1434.57,2,1,1,211,Bronze
1140,6,13,8533.23,4,4,4,444,Platinum
1141,133,5,772.1,1,2,1,121,Bronze
1142,38,4,1841.73,3,1,2,312,Gold
1143,4,5,3277.77,4,2,3,423,Platinum
1144,17,7,5961.25,4,3,4,434,Platinum
1145,13,2,1172.58,4,1,1,411,Gold
1146,73,2,1294.4,2,1,1,211,Bronze
1147,165,6,4173.67,1,2,4,124,Bronze
1148,8,3,1689.75,4,1,1,411,Gold
1149,188,4,2393.31,1,1,2,112,Bronze
1150,103,5,6308.28,1,2,4,124,Bronze
1151,75,5,3449.31,2,2,3,223,Silver
1152,24,8,4516.14,3,4,4,344,Gold
1153,17,5,2501.78,4,2,2,422,Platinum
1154,131,6,958.31,1,2,1,121,Bronze
1155,29,7,2332.45,3,3,2,332,Gold
1156,40,4,2559.66,3,1,2,312,Gold
1157,85,7,5037.46,2,3,4,234,Silver
1158,2,7,4888.97,4,3,4,434,Platinum
1159,6,4,2352.28,4,1,2,412,Platinum
1160,163,3,684.52,1,1,1,111,Bronze
1161,12,4,2669.74,4,1,2,412,Platinum
1162,136,4,1675.31,1,1,1,111,Bronze
1163,48,5,1775.01,2,2,1,221,Silver
1164,153,3,346.89,1,1,1,111,Bronze
1165,10,9,3286.35,4,4,3,443,Platinum
1166,14,6,2539.71,4,2,2,422,Platinum
1167,10,4,2641.93,4,1,2,412,Platinum
1168,59,7,6128.86,2,3,4,234,Silver
1169,62,7,4318.2,2,3,4,234,Silver
1170,86,5,3351.7,2,2,3,223,Silver
1171,34,9,3879.32,3,4,3,343,Gold
1172,44,6,3329.47,3,2,3,323,Gold
1173,108,3,348.62,1,1,1,111,Bronze
1174,8,3,1854.13,4,1,2,412,Platinum
1175,218,2,1153.84,1,1,1,111,Bronze
1176,77,4,842.15,2,1,1,211,Bronze
1177,87,8,2447.05,2,4,2,242,Silver
1178,44,8,5167.23,3,4,4,344,Gold
1179,7,4,5068.44,4,1,4,414,Platinum
1180,59,4,2305.11,2,1,2,212,Silver
1181,44,10,4513.06,3,4,4,344,Gold
1182,5,8,4046.13,4,4,3,443,Platinum
